Customer_ID,Gender,Age,Vintage,Is_Active,City_Category,Customer_Category,Product_Holding_B1,Product_Holding_B2
CC231499,Female,27,17,0,C2,S1,['P00'],['P6']
CC358127,Male,43,30,0,C2,S2,['P20'],['P13']
CC394757,Male,57,13,0,C1,S2,['P13'],['P00']
CC368093,Male,46,16,0,C1,S3,"['P16', 'P21']",['P12']
CC251470,Male,27,15,0,C1,S3,"['P12', 'P16', 'P19']","['P8', 'P10']"
CC360352,Male,41,18,0,C2,S2,"['P13', 'P21']",['P12']
CC214130,Male,29,45,1,C1,S3,"['P12', 'P13', 'P20', 'P21']","['P1', 'P6', 'P7', 'P8']"
CC377766,Male,41,55,0,C1,S3,"['P13', 'P21']",['P12']
CC288604,Female,56,13,1,C1,S2,['P16'],['P6']
CC233361,Male,31,16,0,C2,S2,"['P12', 'P16', 'P19']","['P8', 'P9']"
CC395328,Female,37,42,1,C1,S3,['P13'],['P00']
CC306832,Male,26,10,0,C2,S2,"['P10', 'P13']","['P6', 'P8']"
CC380651,Male,44,12,0,C2,S2,['P21'],['P13']
CC340587,Female,34,19,0,C2,S2,['P2'],['P00']
CC386315,Male,38,12,0,C2,S1,['P17'],['P16']
CC349324,Female,28,14,1,C2,S2,['P00'],['P00']
CC265716,Female,30,14,0,C2,S2,"['P12', 'P13']",['P8']
CC282967,Male,36,13,0,C1,S1,['P13'],['P6']
CC307157,Female,26,10,0,C1,S2,['P16'],['P8']
CC302802,Female,52,10,0,C1,S2,['P16'],['P6']
CC366326,Male,44,24,0,C2,S2,['P18'],['P16']
CC395365,Female,33,49,1,C2,S2,['P13'],['P00']
CC248921,Male,30,47,0,C1,S3,"['P13', 'P17']","['P8', 'P12']"
CC306038,Male,30,10,0,C1,S3,['P16'],['P8']
CC337742,Female,58,15,1,C1,S2,['P11'],['P00']
CC395274,Male,42,29,1,C1,S2,['P13'],['P00']
CC393218,Male,38,44,0,C1,S3,['P13'],['P00']
CC341572,Male,29,18,0,C2,S1,['P11'],['P00']
CC296618,Male,30,11,0,C2,S3,['P16'],['P6']
CC379200,Male,33,13,0,C2,S3,"['P13', 'P19']",['P12']
CC375349,Female,28,15,0,C2,S1,"['P13', 'P17']",['P12']
CC219461,Male,57,18,1,C1,S3,"['P8', 'P13']",['P1']
CC283747,Female,29,15,1,C1,S2,"['P12', 'P16']","['P1', 'P8']"
CC304855,Male,27,10,0,C1,S1,"['P8', 'P16']",['P6']
CC376323,Male,44,13,0,C2,S2,"['P12', 'P16']",['P10']
CC392944,Male,29,14,0,C2,S3,['P13'],['P00']
CC279945,Male,43,16,0,C1,S3,"['P12', 'P16', 'P17', 'P20']","['P7', 'P8', 'P9']"
CC391210,Female,29,11,1,C1,S2,['P13'],['P00']
CC299224,Male,42,11,1,C1,S2,['P13'],['P8']
CC390763,Male,47,10,0,C1,S3,['P16'],['P10']
CC302769,Female,25,10,0,C2,S2,"['P10', 'P16']",['P8']
CC239399,Male,26,17,0,C2,S3,['P16'],['P8']
CC217449,Male,24,20,0,C1,S1,['P16'],['P8']
CC269194,Male,55,21,0,C1,S2,"['P13', 'P21']","['P8', 'P12']"
CC307043,Male,30,10,1,C2,S2,"['P8', 'P16']","['P6', 'P7']"
CC392433,Male,48,21,0,C2,S2,['P13'],['P00']
CC360199,Male,29,26,0,C1,S2,['P20'],['P13']
CC293241,Male,25,12,0,C1,S2,['P16'],['P8']
CC215704,Male,43,19,0,C2,S3,"['P10', 'P16']",['P8']
CC236468,Male,29,17,0,C1,S2,"['P12', 'P13']","['P6', 'P8']"
CC395331,Male,29,14,1,C2,S1,['P13'],['P00']
CC386847,Male,29,12,0,C1,S2,['P17'],['P16']
CC210238,Male,28,12,1,C1,S1,"['P3', 'P13']",['P1']
CC207275,Male,50,16,0,C2,S3,"['P12', 'P13', 'P17', 'P21']","['P3', 'P4', 'P5', 'P8']"
CC243780,Male,29,22,1,C1,S3,"['P12', 'P16', 'P21']","['P4', 'P8']"
CC378591,Female,43,13,0,C1,S3,"['P13', 'P19']",['P12']
CC395248,Male,39,10,1,C1,S1,['P13'],['P00']
CC222789,Male,57,30,0,C1,S2,"['P13', 'P21']","['P8', 'P12']"
CC242167,Male,27,17,0,C2,S3,"['P10', 'P12', 'P16']","['P4', 'P8']"
CC382233,Male,29,24,1,C2,S1,['P13'],['P10']
CC361154,Female,29,18,1,C1,S2,['P21'],['P13']
CC383824,Male,28,12,0,C2,S3,['P17'],['P16']
CC290762,Male,43,12,0,C2,S3,"['P13', 'P20']","['P8', 'P10']"
CC379324,Male,44,12,0,C1,S2,"['P16', 'P19']",['P12']
CC317906,Male,37,24,0,C1,S2,"['P16', 'P20']",['P9']
CC362602,Male,56,17,0,C2,S2,['P16'],['P4']
CC367693,Male,26,23,0,C1,S3,['P00'],['P12']
CC390845,Female,27,11,0,C1,S1,['P21'],['P13']
CC359244,Male,27,38,1,C2,S3,"['P13', 'P20']","['P1', 'P12']"
CC359628,Male,56,30,1,C1,S3,"['P13', 'P20']",['P1']
CC393802,Male,43,11,1,C2,S1,['P13'],['P00']
CC383174,Male,28,12,0,C1,S3,['P17'],['P16']
CC234317,Female,33,24,0,C2,S2,['P13'],['P8']
CC313761,Female,31,13,0,C1,S2,['P13'],['P9']
CC216007,Male,29,50,0,C1,S3,"['P12', 'P13']",['P8']
CC294101,Male,57,28,1,C1,S3,"['P8', 'P10', 'P13']","['P1', 'P4', 'P6']"
CC376164,Male,45,58,1,C2,S3,"['P13', 'P17']",['P12']
CC285640,Male,27,33,0,C1,S1,['P13'],['P8']
CC287485,Female,25,12,0,C2,S3,['P13'],['P8']
CC243935,Male,31,16,0,C2,S3,"['P12', 'P13', 'P21']","['P4', 'P8']"
CC352787,Male,53,15,0,C1,S3,['P2'],['P00']
CC200257,Male,30,23,1,C2,S2,"['P12', 'P16', 'P20']","['P1', 'P3']"
CC373790,Male,48,15,0,C1,S2,"['P12', 'P16']","['P4', 'P10']"
CC390605,Male,47,11,0,C1,S2,['P21'],['P16']
CC246533,Male,58,27,0,C2,S3,['P13'],['P8']
CC215764,Male,40,19,0,C2,S3,['P16'],['P8']
CC377136,Female,35,53,1,C1,S3,"['P13', 'P17']",['P12']
CC361214,Male,56,18,0,C1,S3,['P16'],['P10']
CC278358,Male,39,14,0,C2,S1,"['P8', 'P13']","['P6', 'P7']"
CC308656,Male,55,10,0,C1,S3,['P16'],['P8']
CC364032,Female,31,17,0,C1,S3,"['P16', 'P21']",['P10']
CC207243,Male,30,29,1,C2,S3,"['P9', 'P13', 'P20']","['P1', 'P3', 'P8']"
CC262887,Female,49,21,0,C2,S3,"['P16', 'P17']","['P8', 'P12']"
CC304344,Female,45,11,0,C1,S1,['P13'],['P6']
CC208037,Female,25,16,0,C1,S3,"['P9', 'P12', 'P13', 'P17']","['P3', 'P6', 'P7', 'P8']"
CC369181,Male,45,33,0,C1,S2,['P17'],['P13']
CC368934,Female,36,21,0,C2,S2,"['P13', 'P17']",['P12']
CC326249,Male,55,14,0,C1,S2,"['P12', 'P17']",['P11']
CC226733,Female,48,17,0,C1,S2,['P16'],['P6']
CC282813,Male,51,43,0,C1,S3,"['P13', 'P20']",['P7']
CC254532,Male,28,27,0,C1,S3,['P13'],['P8']
CC216844,Male,50,27,1,C2,S2,"['P13', 'P20', 'P21']","['P4', 'P8', 'P12']"
CC313046,Male,57,14,0,C1,S2,"['P13', 'P20']",['P9']
CC253409,Female,39,16,0,C2,S1,['P16'],['P6']
CC277573,Male,34,13,0,C1,S2,"['P8', 'P12', 'P16']","['P4', 'P7']"
CC253722,Male,30,31,0,C1,S3,"['P12', 'P13', 'P17', 'P21']","['P4', 'P8', 'P10']"
CC360067,Male,32,62,0,C1,S3,['P20'],['P13']
CC272240,Male,57,13,1,C2,S2,['P00'],['P8']
CC370068,Female,46,16,1,C2,S3,"['P16', 'P17', 'P21']","['P4', 'P10', 'P12']"
CC303238,Male,36,10,1,C2,S1,"['P13', 'P21']",['P8']
CC210547,Male,28,12,0,C1,S2,['P13'],['P3']
CC201632,Female,37,19,0,C2,S3,"['P6', 'P13']",['P3']
CC348265,Male,52,15,0,C1,S2,['P11'],['P00']
CC375899,Male,38,16,1,C2,S3,"['P16', 'P17']",['P12']
CC264034,Male,58,23,1,C2,S1,"['P13', 'P17']","['P8', 'P12']"
CC285629,Male,30,20,1,C2,S3,"['P8', 'P16']",['P1']
CC390847,Male,28,11,0,C2,S1,['P13'],['P4']
CC377236,Male,59,13,0,C1,S3,"['P12', 'P16']",['P4']
CC384721,Male,27,11,0,C1,S2,['P17'],['P13']
CC241971,Male,31,32,1,C1,S2,"['P10', 'P12', 'P13', 'P19', 'P21']","['P1', 'P4', 'P8', 'P9']"
CC388942,Male,27,12,0,C1,S3,['P16'],['P00']
CC379957,Male,41,13,0,C1,S3,['P16'],['P12']
CC228842,Male,25,17,0,C2,S2,"['P8', 'P13']",['P6']
CC377805,Male,57,33,0,C2,S3,"['P13', 'P19']",['P12']
CC368251,Male,43,16,0,C2,S1,"['P12', 'P13']",['P10']
CC298510,Female,37,12,1,C2,S3,"['P12', 'P16']","['P1', 'P8']"
CC379006,Male,28,13,0,C2,S3,"['P13', 'P19']",['P12']
CC359368,Female,26,19,0,C1,S3,"['P16', 'P20']","['P1', 'P12']"
CC210934,Male,52,12,1,C1,S2,"['P8', 'P16', 'P17']","['P3', 'P6', 'P7']"
CC289483,Female,47,12,0,C1,S2,"['P13', 'P20']",['P6']
CC368621,Female,45,16,0,C2,S3,"['P16', 'P17']",['P12']
CC281334,Female,25,13,0,C2,S3,"['P16', 'P19']","['P6', 'P7']"
CC267029,Male,24,16,0,C2,S3,"['P11', 'P12', 'P21']","['P8', 'P9']"
CC281856,Female,31,18,0,C2,S3,['P13'],['P7']
CC391856,Male,53,24,0,C1,S3,['P16'],['P00']
CC226288,Male,54,34,1,C2,S3,"['P13', 'P17']","['P7', 'P12']"
CC276246,Male,53,20,1,C2,S3,"['P10', 'P12', 'P13']","['P1', 'P8']"
CC290797,Male,56,43,0,C2,S3,"['P12', 'P13', 'P21']","['P6', 'P7', 'P8']"
CC217081,Male,28,18,1,C2,S3,"['P12', 'P16', 'P17', 'P21']","['P1', 'P8', 'P10']"
CC379652,Male,49,13,0,C1,S2,"['P16', 'P21']",['P12']
CC391359,Male,48,10,1,C2,S2,['P16'],['P4']
CC371855,Female,28,16,0,C2,S1,['P16'],['P12']
CC378151,Male,56,13,0,C1,S1,['P16'],['P12']
CC234266,Female,50,36,0,C2,S3,['P13'],['P8']
CC284349,Male,27,31,1,C2,S2,"['P8', 'P13']",['P6']
CC379986,Male,26,13,1,C2,S1,['P13'],['P12']
CC379122,Male,33,13,0,C1,S3,"['P13', 'P19']",['P12']
CC259842,Male,29,28,1,C2,S3,"['P13', 'P15', 'P17']","['P8', 'P12']"
CC393626,Female,44,24,0,C2,S2,['P13'],['P00']
CC220975,Female,35,17,0,C2,S2,"['P13', 'P21']",['P8']
CC367700,Female,25,17,0,C1,S3,"['P16', 'P20']",['P12']
CC255898,Female,27,54,1,C1,S2,"['P13', 'P20']","['P8', 'P12']"
CC366752,Female,28,24,0,C2,S1,['P18'],['P13']
CC331264,Male,58,12,0,C2,S2,['P2'],['P00']
CC263461,Female,44,15,0,C2,S3,['P16'],['P8']
CC264305,Male,44,14,0,C1,S3,"['P16', 'P21']","['P8', 'P12']"
CC315142,Male,52,13,0,C1,S3,"['P16', 'P19']","['P9', 'P12']"
CC316113,Female,46,13,1,C1,S1,"['P9', 'P13']",['P1']
CC239969,Female,27,16,0,C1,S2,"['P12', 'P21']","['P6', 'P8']"
CC304762,Female,35,10,1,C1,S3,"['P8', 'P13']","['P1', 'P6']"
CC389888,Female,29,11,0,C2,S3,['P16'],['P10']
CC212584,Male,48,22,1,C2,S1,"['P13', 'P21']","['P1', 'P8']"
CC245775,Female,57,16,0,C1,S2,"['P16', 'P21']","['P8', 'P12']"
CC215205,Male,33,19,0,C2,S1,['P16'],['P8']
CC369377,Male,27,16,1,C1,S1,"['P16', 'P21']",['P12']
CC381869,Female,47,12,0,C2,S3,['P17'],['P13']
CC286430,Female,50,13,1,C1,S2,"['P11', 'P15']",['P8']
CC304796,Male,45,10,0,C1,S3,['P16'],['P8']
CC393831,Male,34,10,0,C2,S2,['P13'],['P00']
CC315939,Female,27,13,1,C1,S3,"['P12', 'P13', 'P21']","['P5', 'P9', 'P10']"
CC382185,Male,50,25,0,C2,S2,['P17'],['P13']
CC355815,Male,50,19,0,C2,S1,['P20'],['P13']
CC239340,Female,34,18,0,C2,S3,['P11'],['P8']
CC387611,Male,29,49,0,C2,S2,['P20'],['P13']
CC297093,Male,53,11,0,C1,S3,"['P10', 'P16', 'P21']","['P4', 'P8']"
CC207599,Female,40,16,1,C1,S3,"['P3', 'P13']",['P1']
CC299247,Female,29,13,1,C2,S3,"['P12', 'P13', 'P17']","['P7', 'P8']"
CC386057,Male,49,12,0,C1,S1,['P17'],['P16']
CC368133,Male,54,37,0,C2,S2,"['P13', 'P17']",['P12']
CC387217,Male,28,12,0,C2,S1,['P17'],['P16']
CC214714,Male,48,19,0,C1,S2,"['P16', 'P21']",['P8']
CC372545,Male,45,15,0,C1,S3,['P16'],['P12']
CC318409,Male,50,54,0,C1,S3,"['P15', 'P19']",['P13']
CC226290,Female,54,29,0,C1,S3,['P13'],['P8']
CC232647,Male,30,17,0,C2,S1,['P16'],['P8']
CC311244,Male,48,15,0,C1,S1,['P13'],['P9']
CC383525,Male,27,12,1,C1,S3,['P17'],['P16']
CC374474,Male,40,15,0,C1,S2,"['P12', 'P16']",['P10']
CC374674,Female,32,14,0,C2,S2,"['P16', 'P21']",['P12']
CC252302,Male,38,15,1,C2,S1,['P16'],['P7']
CC368499,Male,38,33,0,C1,S2,"['P13', 'P21']",['P12']
CC390164,Male,41,11,0,C1,S1,"['P16', 'P21']",['P12']
CC203349,Male,59,47,1,C2,S3,"['P13', 'P20']","['P3', 'P12']"
CC395603,Male,30,41,1,C1,S1,['P13'],['P00']
CC242009,Female,55,29,1,C1,S3,"['P13', 'P21']","['P8', 'P12']"
CC297041,Male,50,11,1,C1,S3,['P13'],['P8']
CC388530,Female,35,12,0,C2,S3,['P17'],['P16']
CC271254,Male,54,14,0,C2,S2,"['P8', 'P11']",['P6']
CC252918,Male,52,15,1,C2,S1,"['P9', 'P13']","['P6', 'P8']"
CC285791,Male,41,21,0,C1,S3,"['P16', 'P17']",['P8']
CC369693,Male,33,16,0,C1,S2,['P16'],['P12']
CC306541,Male,28,10,0,C1,S3,['P16'],['P8']
CC391803,Female,44,25,1,C2,S3,['P16'],['P00']
CC291433,Female,48,42,0,C2,S2,['P13'],['P8']
CC279427,Male,50,13,1,C1,S1,"['P13', 'P15']",['P8']
CC296554,Female,57,11,1,C1,S3,['P16'],['P6']
CC271883,Male,31,14,0,C2,S2,"['P16', 'P21']","['P8', 'P12']"
CC231266,Male,47,21,1,C2,S2,"['P16', 'P21']","['P6', 'P8']"
CC388710,Male,31,12,0,C1,S2,['P17'],['P13']
CC240028,Male,43,19,0,C2,S2,['P13'],['P8']
CC362160,Female,54,18,0,C2,S2,"['P13', 'P21']","['P10', 'P12']"
CC307566,Female,48,10,0,C1,S3,['P13'],['P8']
CC325158,Male,26,13,0,C1,S3,['P11'],['P00']
CC373234,Male,43,15,0,C2,S1,"['P13', 'P17']",['P12']
CC395166,Female,25,27,0,C2,S2,['P13'],['P00']
CC263678,Female,49,45,1,C2,S3,"['P13', 'P14', 'P20']","['P1', 'P8']"
CC374515,Female,39,27,1,C1,S3,"['P12', 'P13', 'P21']","['P4', 'P5']"
CC293890,Female,28,21,1,C2,S3,"['P17', 'P20']","['P8', 'P16']"
CC394872,Female,35,44,1,C2,S2,['P13'],['P00']
CC249936,Female,36,15,0,C2,S3,['P00'],['P8']
CC366715,Male,27,29,0,C2,S3,['P18'],['P13']
CC221944,Male,28,18,0,C1,S2,['P13'],['P8']
CC221686,Female,28,23,0,C1,S3,"['P16', 'P21']",['P8']
CC380245,Male,27,13,1,C2,S2,"['P16', 'P17']","['P1', 'P12']"
CC392032,Male,59,24,1,C1,S3,['P13'],['P00']
CC271065,Male,25,17,0,C2,S3,"['P11', 'P12', 'P20']","['P8', 'P10']"
CC205538,Male,37,23,0,C2,S3,"['P12', 'P16', 'P21']","['P3', 'P8']"
CC383075,Female,47,12,0,C2,S3,['P17'],['P16']
CC211138,Male,40,34,1,C1,S3,"['P12', 'P13', 'P15', 'P17']","['P3', 'P6', 'P7', 'P8']"
CC384196,Male,47,30,0,C2,S2,"['P17', 'P21']",['P13']
CC228318,Male,39,33,0,C2,S3,['P13'],['P6']
CC345642,Female,54,17,0,C2,S3,['P2'],['P00']
CC373947,Male,39,15,0,C1,S3,"['P16', 'P21']",['P12']
CC283893,Male,30,12,1,C1,S1,"['P8', 'P16']",['P6']
CC390832,Female,28,10,0,C1,S3,"['P16', 'P21']",['P5']
CC391417,Female,34,10,0,C1,S1,['P21'],['P16']
CC220416,Male,42,19,0,C1,S3,['P8'],['P5']
CC394887,Male,37,44,0,C1,S1,['P13'],['P00']
CC386800,Female,32,11,0,C2,S2,['P17'],['P16']
CC396761,Male,31,37,0,C1,S2,['P13'],['P00']
CC393901,Male,27,10,0,C1,S2,['P13'],['P00']
CC396251,Female,32,30,1,C2,S1,['P13'],['P1']
CC199271,Male,56,23,0,C2,S3,"['P12', 'P13', 'P21']","['P3', 'P8']"
CC272322,Female,25,13,0,C1,S3,"['P12', 'P13', 'P17']","['P6', 'P7', 'P8']"
CC396206,Male,55,32,1,C1,S2,['P13'],['P00']
CC393019,Male,56,13,0,C2,S2,['P13'],['P00']
CC292535,Male,52,13,0,C2,S1,"['P17', 'P20']","['P8', 'P13']"
CC268019,Female,53,14,0,C2,S3,['P13'],['P8']
CC358713,Male,34,25,0,C2,S2,"['P16', 'P20']","['P4', 'P12']"
CC386117,Male,35,11,0,C2,S1,['P17'],['P16']
CC372931,Male,46,15,0,C2,S3,['P16'],['P12']
CC333217,Male,38,12,0,C2,S2,['P11'],['P00']
CC211393,Male,49,31,1,C2,S3,"['P12', 'P13']",['P3']
CC373036,Male,38,14,0,C2,S3,"['P12', 'P16']",['P4']
CC397436,Female,52,23,0,C1,S1,['P16'],['P00']
CC204001,Male,27,25,1,C1,S3,"['P12', 'P16', 'P17', 'P18', 'P20', 'P21']","['P3', 'P4', 'P5', 'P8', 'P10']"
CC214419,Male,47,33,1,C1,S2,"['P8', 'P13']",['P7']
CC287574,Male,49,18,0,C1,S3,['P13'],['P6']
CC300227,Female,33,10,0,C2,S3,['P16'],['P8']
CC276807,Female,43,14,0,C2,S3,"['P15', 'P17', 'P19']","['P8', 'P13']"
CC258994,Male,47,14,1,C2,S1,"['P8', 'P16']",['P7']
CC385614,Male,42,12,1,C2,S3,['P17'],['P16']
CC287565,Male,31,13,0,C1,S3,"['P10', 'P16', 'P17', 'P20']","['P6', 'P7', 'P8']"
CC280895,Female,35,13,0,C1,S2,"['P12', 'P13', 'P19']","['P8', 'P9']"
CC376910,Male,31,13,0,C2,S1,"['P16', 'P20']",['P12']
CC215825,Male,31,18,0,C1,S2,"['P10', 'P16', 'P21']","['P4', 'P8']"
CC244995,Female,57,19,1,C1,S3,"['P12', 'P13', 'P17']","['P1', 'P8']"
CC380418,Female,51,13,0,C1,S2,"['P16', 'P20']",['P12']
CC236610,Male,31,18,0,C2,S1,"['P13', 'P17']","['P8', 'P12']"
CC373714,Female,37,15,0,C2,S1,"['P16', 'P21']",['P12']
CC248563,Male,33,30,0,C1,S2,"['P12', 'P13', 'P21']","['P8', 'P10']"
CC214284,Male,39,19,0,C1,S1,"['P10', 'P13']",['P8']
CC371617,Male,46,15,0,C1,S2,"['P16', 'P17']",['P12']
CC386545,Male,30,11,0,C1,S1,['P17'],['P16']
CC385747,Male,36,12,0,C2,S3,['P17'],['P16']
CC254615,Male,31,30,0,C2,S2,"['P17', 'P20']","['P7', 'P13']"
CC215831,Female,27,19,0,C1,S3,"['P13', 'P19']","['P8', 'P12']"
CC378543,Male,52,22,0,C1,S3,"['P16', 'P19']",['P12']
CC318591,Male,44,17,0,C1,S2,['P2'],['P00']
CC276390,Male,28,13,0,C2,S2,['P13'],['P8']
CC205874,Male,28,21,1,C1,S2,['P13'],['P3']
CC393026,Female,45,60,0,C1,S3,['P13'],['P00']
CC395383,Male,30,27,1,C1,S1,['P13'],['P1']
CC234468,Male,26,16,0,C1,S3,"['P12', 'P16', 'P21']","['P4', 'P8']"
CC224935,Male,36,17,0,C2,S3,['P00'],['P8']
CC397269,Male,59,46,1,C2,S3,['P13'],['P00']
CC231052,Male,55,28,1,C2,S3,"['P10', 'P12', 'P13', 'P17', 'P21']","['P1', 'P7', 'P8', 'P9']"
CC395668,Male,46,31,1,C1,S3,['P13'],['P00']
CC393668,Male,49,34,1,C2,S1,['P13'],['P00']
CC394646,Male,27,53,0,C2,S2,['P13'],['P00']
CC308948,Female,28,10,1,C2,S3,"['P8', 'P13']",['P1']
CC395756,Female,32,33,1,C2,S2,['P13'],['P00']
CC393298,Male,36,62,0,C1,S2,['P13'],['P00']
CC254920,Male,25,16,0,C1,S1,"['P8', 'P16']",['P7']
CC369128,Female,29,18,0,C1,S2,"['P20', 'P21']","['P12', 'P13']"
CC382711,Male,32,12,0,C2,S2,['P00'],['P16']
CC214667,Male,44,37,0,C2,S1,"['P13', 'P17']","['P8', 'P12']"
CC259651,Female,54,15,1,C1,S2,"['P12', 'P13', 'P17']","['P6', 'P7', 'P8']"
CC228343,Female,43,17,0,C1,S3,"['P12', 'P13', 'P19']","['P6', 'P8']"
CC295510,Male,28,36,0,C2,S2,"['P13', 'P17']","['P8', 'P12']"
CC391957,Male,56,51,1,C1,S2,['P13'],['P00']
CC395235,Male,27,30,0,C2,S3,['P13'],['P1']
CC218227,Female,54,18,0,C2,S1,['P13'],['P8']
CC369382,Male,58,16,0,C1,S2,"['P16', 'P17']",['P12']
CC379911,Male,32,13,0,C2,S3,"['P16', 'P20']",['P12']
CC271680,Male,45,14,0,C2,S2,['P16'],['P8']
CC374336,Male,35,14,0,C2,S3,['P16'],['P5']
CC304692,Male,40,10,1,C2,S3,['P13'],['P7']
CC378287,Male,39,13,0,C2,S1,"['P12', 'P16']",['P5']
CC241856,Female,43,19,0,C2,S3,"['P13', 'P17']","['P8', 'P12']"
CC368841,Male,44,29,1,C2,S3,"['P13', 'P17']","['P1', 'P12']"
CC352112,Female,49,15,1,C1,S2,['P11'],['P00']
CC388993,Male,29,12,0,C2,S2,['P21'],['P16']
CC260591,Male,48,34,1,C1,S2,"['P12', 'P13', 'P21']","['P6', 'P8']"
CC289654,Female,31,12,0,C2,S1,['P16'],['P6']
CC367425,Male,32,37,0,C2,S1,"['P12', 'P13']",['P10']
CC298686,Female,28,11,0,C2,S2,"['P8', 'P16']","['P6', 'P7']"
CC303842,Male,56,41,1,C2,S3,"['P13', 'P20']","['P8', 'P12']"
CC226095,Male,43,18,1,C1,S2,"['P8', 'P13']",['P6']
CC235702,Male,44,16,0,C1,S2,"['P12', 'P16']",['P8']
CC385549,Male,26,12,0,C2,S3,['P17'],['P16']
CC379985,Male,49,13,1,C1,S3,"['P16', 'P20']",['P12']
CC316259,Female,25,12,1,C2,S1,"['P13', 'P17']",['P9']
CC389583,Female,58,11,0,C1,S1,['P16'],['P10']
CC274231,Male,43,25,0,C2,S3,['P13'],['P8']
CC382414,Female,58,35,1,C2,S2,['P17'],['P13']
CC362360,Female,43,18,0,C2,S1,['P00'],['P16']
CC310854,Female,28,16,0,C2,S3,['P13'],['P9']
CC244831,Male,59,35,1,C2,S2,"['P6', 'P13']",['P1']
CC246272,Male,30,15,0,C2,S1,"['P8', 'P16']",['P6']
CC377202,Male,25,13,0,C2,S2,"['P12', 'P13']","['P4', 'P5']"
CC360353,Female,50,29,0,C1,S2,['P21'],['P13']
CC394080,Male,40,10,0,C2,S3,['P13'],['P00']
CC393155,Male,29,13,1,C2,S3,['P13'],['P00']
CC261904,Male,33,16,0,C2,S3,"['P15', 'P16', 'P17']","['P6', 'P12']"
CC247525,Male,33,15,0,C2,S2,['P16'],['P8']
CC218569,Female,40,27,1,C2,S2,"['P14', 'P21']","['P8', 'P13']"
CC271769,Male,31,14,0,C1,S3,"['P12', 'P16', 'P20', 'P21']","['P4', 'P7', 'P8', 'P10']"
CC211764,Male,40,10,1,C1,S2,"['P3', 'P13']",['P1']
CC390782,Male,45,11,1,C2,S3,['P00'],['P16']
CC313350,Male,26,28,1,C1,S2,"['P12', 'P13']","['P1', 'P9']"
CC332560,Male,47,12,0,C1,S2,['P11'],['P00']
CC385026,Male,30,12,1,C1,S1,['P17'],['P16']
CC380510,Male,48,51,1,C2,S3,"['P13', 'P17']","['P1', 'P12']"
CC394209,Female,27,61,1,C1,S3,['P13'],['P1']
CC367567,Male,33,33,0,C1,S1,"['P13', 'P17']",['P12']
CC202863,Female,36,33,0,C2,S1,['P13'],['P3']
CC391937,Male,50,23,0,C1,S1,['P16'],['P00']
CC250903,Male,43,26,0,C2,S2,"['P20', 'P21']","['P8', 'P16']"
CC389925,Male,30,11,1,C1,S1,['P16'],['P10']
CC238952,Female,28,25,0,C1,S2,['P16'],['P8']
CC203266,Male,48,18,0,C1,S3,"['P13', 'P14', 'P17', 'P19']","['P3', 'P8', 'P12']"
CC369829,Female,25,15,0,C1,S3,"['P16', 'P21']","['P4', 'P12']"
CC206662,Female,28,15,1,C1,S2,"['P6', 'P8', 'P13']","['P1', 'P3']"
CC219491,Female,28,36,0,C1,S2,"['P8', 'P13']",['P6']
CC343134,Male,59,17,1,C1,S3,"['P11', 'P12', 'P21']","['P1', 'P10']"
CC200869,Male,42,50,1,C1,S2,"['P13', 'P18', 'P20']","['P3', 'P8']"
CC392684,Male,54,36,1,C2,S2,['P13'],['P1']
CC297435,Male,57,12,0,C2,S1,"['P8', 'P16']","['P4', 'P6']"
CC275788,Female,29,13,0,C2,S3,"['P16', 'P21']",['P8']
CC313172,Male,26,14,0,C2,S2,['P13'],['P9']
CC305253,Male,46,11,0,C2,S2,['P16'],['P6']
CC256772,Male,32,15,0,C1,S1,['P16'],['P8']
CC388204,Male,44,12,0,C1,S1,['P17'],['P16']
CC237179,Male,32,17,0,C2,S2,['P00'],['P8']
CC391117,Male,44,11,0,C2,S2,['P16'],['P10']
CC395329,Male,29,21,1,C2,S2,['P00'],['P1']
CC281126,Male,36,13,0,C2,S1,['P16'],['P6']
CC281558,Male,36,13,1,C1,S1,['P13'],['P6']
CC231116,Female,35,25,0,C1,S3,"['P16', 'P20']","['P8', 'P12']"
CC292547,Female,28,13,1,C2,S3,"['P15', 'P16', 'P20']","['P6', 'P8']"
CC316501,Male,28,15,0,C1,S2,"['P13', 'P17']","['P9', 'P12']"
CC354245,Male,25,15,0,C1,S3,['P11'],['P00']
CC305902,Male,29,10,0,C1,S2,['P00'],['P8']
CC349682,Female,52,15,0,C2,S3,['P11'],['P00']
CC278263,Male,44,14,0,C2,S1,"['P12', 'P16']",['P8']
CC262512,Female,28,15,0,C1,S2,"['P12', 'P16', 'P17']","['P8', 'P10']"
CC345385,Male,30,18,0,C2,S3,['P11'],['P00']
CC307527,Male,39,9,0,C2,S2,['P00'],['P8']
CC219327,Male,48,18,0,C2,S2,['P13'],['P6']
CC244800,Male,43,16,0,C2,S2,['P16'],['P8']
CC335756,Female,30,11,0,C1,S3,['P20'],['P00']
CC372177,Female,32,15,0,C2,S3,"['P12', 'P16', 'P21']","['P5', 'P10']"
CC394926,Male,31,38,1,C1,S3,['P13'],['P00']
CC220511,Male,38,25,0,C1,S2,"['P8', 'P13']",['P6']
CC250226,Male,40,16,0,C2,S1,"['P12', 'P13']","['P7', 'P8']"
